EntrezID	GeneSymbol	Score	Druggble_rank
51246	SHISA5	0.022751	
728116	ZBTB8B	0.022740	
25777	SUN2	0.022731	
54974	THG1L	0.022726	
7572	ZNF24	0.022724	
55320	MIS18BP1	0.022715	
23598	PATZ1	0.022707	
4045	LSAMP	0.022702	
729403		0.022700	
8672	EIF4G3	0.022694	
204851	HIPK1	0.022690	
57338	JPH3	0.022655	
5937	RBMS1	0.022654	
10620	ARID3B	0.022644	
221061	FAM171A1	0.022638	
284058	KANSL1	0.022615	
58525	WIZ	0.022614	
3567	IL5	0.022607	342
3635	INPP5D	0.022604	
7511	XPNPEP1	0.022590	
23059	CLUAP1	0.022576	
7531	YWHAE	0.022575	343
3858	KRT10	0.022571	
9802	DAZAP2	0.022552	
3084	NRG1	0.022548	
54505	DHX29	0.022543	
10410	IFITM3	0.022539	
4311	MME	0.022535	344
644019	CBWD6	0.022533	
9111	NMI	0.022532	
115106	HAUS1	0.022530	
79589	RNF128	0.022520	
3059	HCLS1	0.022515	
653879		0.022513	
55364	IMPACT	0.022507	
64374	SIL1	0.022501	
1728	NQO1	0.022499	345
6564	SLC15A1	0.022478	346
6390	SDHB	0.022454	347
9839	ZEB2	0.022445	
27075	TSPAN13	0.022436	
1442	CSH1	0.022424	
10196	PRMT3	0.022397	348
55627	SMPD4	0.022388	349
78987	CRELD1	0.022376	
1123	CHN1	0.022368	
55593	OTUD5	0.022368	
6188	RPS3	0.022364	
55761	TTC17	0.022360	
5810	RAD1	0.022346	
5553	PRG2	0.022345	350
3897	L1CAM	0.022344	
9948	WDR1	0.022333	
10329	TMEM5	0.022308	
23415	KCNH4	0.022308	
84528	RHOXF2	0.022306	
56938	ARNTL2	0.022299	
51068	NMD3	0.022299	
1466	CSRP2	0.022298	
114907	FBXO32	0.022281	
323	APBB2	0.022280	
58486	ZBED5	0.022278	
901	CCNG2	0.022278	
6891	TAP2	0.022268	
57532	NUFIP2	0.022260	
7020	TFAP2A	0.022258	
3965	LGALS9	0.022249	351
3187	HNRNPH1	0.022244	
4086	SMAD1	0.022232	
54893	MTMR10	0.022231	
1277	COL1A1	0.022229	352
7018	TF	0.022212	353
1487	CTBP1	0.022210	354
1207	CLNS1A	0.022193	
2958	GTF2A2	0.022186	
79673	ZNF329	0.022167	
3991	LIPE	0.022165	
1356	CP	0.022160	355
8754	ADAM9	0.022155	
7755	ZNF205	0.022153	
10903	MTMR11	0.022136	
57134	MAN1C1	0.022136	
83744	ZNF484	0.022136	
132884	EVC2	0.022136	
147664		0.022136	
3562	IL3	0.022131	356
25894	PLEKHG4	0.022122	
11179	ZNF277	0.022121	
388962	BOLA3	0.022114	
6892	TAPBP	0.022110	
9650	MTFR1	0.022109	
85463	ZC3H12C	0.022109	
283489	CHAMP1	0.022109	
25994	HIGD1A	0.022085	
441876		0.022074	
10067	SCAMP3	0.022073	
22937	SCAP	0.022070	
5414	4-Sep	0.022065	
64215	DNAJC1	0.022063	
5884	RAD17	0.022057	
9311	ASIC3	0.022051	
27030	MLH3	0.022050	
3099	HK2	0.022041	
4595	MUTYH	0.022038	
9124	PDLIM1	0.022021	
7546	ZIC2	0.022017	
54872	PIGG	0.022017	
5575	PRKAR1B	0.021997	
10772	SRSF10	0.021996	
11191		0.021991	
9776	ATG13	0.021986	
5306	PITPNA	0.021986	357
1046	CDX4	0.021978	
5993	RFX5	0.021970	
54453	RIN2	0.021969	
1612	DAPK1	0.021937	358
2764	GMFB	0.021930	
83871	RAB34	0.021922	
55703	POLR3B	0.021911	
307	ANXA4	0.021907	
153443	SRFBP1	0.021896	
10743	RAI1	0.021896	
392255	GDF6	0.021879	
22863	ATG14	0.021876	
9486	CHST10	0.021876	
51043	ZBTB7B	0.021847	
22809	ATF5	0.021844	
6832	SUPV3L1	0.021842	
7881	KCNAB1	0.021837	
84675	TRIM55	0.021829	
345557	PLCXD3	0.021826	
55160	ARHGEF10L	0.021826	
10898	CPSF4	0.021821	
23244	PDS5A	0.021818	
63967	CLSPN	0.021815	
8541	PPFIA3	0.021815	
10363	HMG20A	0.021795	
26015	RPAP1	0.021792	
55751	TMEM184C	0.021779	
5861	RAB1A	0.021776	
9933	KIAA0020	0.021775	
23243	ANKRD28	0.021774	
89795	NAV3	0.021771	
4887	NPY2R	0.021761	359
221981	THSD7A	0.021759	
6723	SRM	0.021751	360
9491	PSMF1	0.021750	
51514	DTL	0.021748	
29101	SSU72	0.021746	
10999	SLC27A4	0.021740	
1053	CEBPE	0.021735	
7265	TTC1	0.021732	
84517	ACTRT3	0.021718	
54802	TRIT1	0.021716	
57563	KLHL8	0.021708	
3903	LAIR1	0.021700	
9459	ARHGEF6	0.021694	
10606	PAICS	0.021689	361
137886	UBXN2B	0.021685	
90353	CTU1	0.021649	
2071	ERCC3	0.021643	
3660	IRF2	0.021634	
826	CAPNS1	0.021633	362
56963	RGMA	0.021626	
5935	RBM3	0.021618	
5316	PKNOX1	0.021614	
84271	POLDIP3	0.021606	
7005	TEAD3	0.021580	
79364	ZXDC	0.021577	
9209	LRRFIP2	0.021575	
100131392		0.021573	
54540	FAM193B	0.021570	
399937		0.021564	
6103	RPGR	0.021538	
3455	IFNAR2	0.021536	363
6536	SLC6A9	0.021526	364
391	RHOG	0.021516	
3300	DNAJB2	0.021506	
1912	PHC2	0.021504	
79877	DCAKD	0.021503	
3202	HOXA5	0.021491	
10016	PDCD6	0.021490	
23658	LSM5	0.021488	
57805	KIAA1967	0.021483	
51422	PRKAG2	0.021464	
9260	PDLIM7	0.021441	
494470	RNF165	0.021436	
286512		0.021435	
9919	SEC16A	0.021433	
342574	KRT27	0.021432	
79058	ASPSCR1	0.021429	
7185	TRAF1	0.021416	
10005	ACOT8	0.021378	
79959	CEP76	0.021378	
56159	TEX11	0.021373	
6341	SCO1	0.021353	
4798	NFRKB	0.021351	
64792	RABL5	0.021348	
1509	CTSD	0.021345	365
114299	PALM2	0.021334	
57187	THOC2	0.021330	
64926	RASAL3	0.021323	
23072	HECW1	0.021316	
90070	LACRT	0.021315	
55068	ENOX1	0.021308	
3456	IFNB1	0.021308	366
284695	ZNF326	0.021306	
9088	PKMYT1	0.021276	
80198	MUS81	0.021264	
10061	ABCF2	0.021251	
23035	PHLPP2	0.021250	
2335	FN1	0.021232	
121536	AEBP2	0.021231	
26153	KIF26A	0.021229	
51332	SPTBN5	0.021207	
124220	ZG16B	0.021202	
3937	LCP2	0.021197	
5652	PRSS8	0.021195	367
238	ALK	0.021194	368
5511	PPP1R8	0.021170	
3400	ID4	0.021169	
79098	C1orf116	0.021153	
9555	H2AFY	0.021139	
7272	TTK	0.021139	369
10495	ENOX2	0.021126	
9901	SRGAP3	0.021117	
9541	CIR1	0.021116	
83743	GRWD1	0.021112	
6773	STAT2	0.021095	
6660	SOX5	0.021087	
4593	MUSK	0.021087	
57556	SEMA6A	0.021085	
27018	NGFRAP1	0.021080	
51225	ABI3	0.021068	
23241	PACS2	0.021068	
3570	IL6R	0.021060	370
10092	ARPC5	0.021055	371
51088	KLHL5	0.021043	
23603	CORO1C	0.021033	
84650	EBPL	0.021029	
57292		0.021026	
80739	C6orf25	0.021026	
114132	SIGLEC11	0.021026	
340205	TREML1	0.021024	
157922	CAMSAP1	0.021007	
26173	INTS1	0.021002	
10268	RAMP3	0.020995	372
26097	CHTOP	0.020993	
3851	KRT4	0.020991	
11021	RAB35	0.020987	
8153	RND2	0.020979	
6886	TAL1	0.020974	
9118	INA	0.020968	
1643	DDB2	0.020965	
7392	USF2	0.020957	
84676	TRIM63	0.020954	
1876	E2F6	0.020947	
8976	WASL	0.020944	
27153	ZNF777	0.020943	
241	ALOX5AP	0.020943	
23637	RABGAP1	0.020941	
2801	GOLGA2	0.020940	
83752	LONP2	0.020936	
51232	CRIM1	0.020930	
90326	THAP3	0.020929	
9868	TOMM70A	0.020927	
51773	RSF1	0.020923	
673	BRAF	0.020919	373
134549	SHROOM1	0.020897	
64129	TINAGL1	0.020896	
7837	PXDN	0.020896	
3643	INSR	0.020894	374
79723	SUV39H2	0.020884	
3183	HNRNPC	0.020871	
5582	PRKCG	0.020868	
84914	ZNF587	0.020867	
29992	PILRA	0.020833	
64689	GORASP1	0.020830	
994	CDC25B	0.020815	375
192669	AGO3	0.020814	
6839	SUV39H1	0.020807	
1437	CSF2	0.020794	
146057	TTBK2	0.020786	
10766	TOB2	0.020783	
389787		0.020761	
8896	BUD31	0.020759	
54552	GNL3L	0.020751	
128869	PIGU	0.020720	
51241	COX16	0.020706	
2661	GDF9	0.020705	
3821	KLRC1	0.020697	
3854	KRT6B	0.020687	
64115	C10orf54	0.020679	
6944	VPS72	0.020658	
84790	TUBA1C	0.020652	376
8175	SF3A2	0.020652	
22803	XRN2	0.020651	
5795	PTPRJ	0.020633	
5016	OVGP1	0.020625	
6156	RPL30	0.020598	
5580	PRKCD	0.020588	377
7321	UBE2D1	0.020575	
26589	MRPL46	0.020562	
91750	LIN52	0.020552	
126119	JOSD2	0.020552	
55357	TBC1D2	0.020538	
27352	SGSM3	0.020538	
1591	CYP24A1	0.020525	378
10421	CD2BP2	0.020504	
2260	FGFR1	0.020501	379
5122	PCSK1	0.020501	380
1179	CLCA1	0.020497	
2672	GFI1	0.020485	
6726	SRP9	0.020484	
89932	PAPLN	0.020483	
28965	SLC27A6	0.020466	
10013	HDAC6	0.020464	381
147945	NLRP4	0.020461	
2247	FGF2	0.020458	382
597	BCL2A1	0.020455	
5286	PIK3C2A	0.020454	
56253	CRTAM	0.020440	
2026	ENO2	0.020438	383
1608	DGKG	0.020432	384
23646	PLD3	0.020426	
10552	ARPC1A	0.020425	
8479	HIRIP3	0.020422	
27113	BBC3	0.020417	
26137	ZBTB20	0.020411	
8737	RIPK1	0.020410	
23483	TGDS	0.020404	
10285	SMNDC1	0.020398	
84292	WDR83	0.020397	
26047	CNTNAP2	0.020396	
2193	FARSA	0.020374	385
29110	TBK1	0.020370	
22853	LMTK2	0.020368	
80086		0.020361	
112399	EGLN3	0.020361	386
148423	C1orf52	0.020335	
65059	RAPH1	0.020326	
6498	SKIL	0.020311	
8658	TNKS	0.020307	
5336	PLCG2	0.020298	
30850	CDR2L	0.020293	
27019	DNAI1	0.020288	
1390	CREM	0.020281	
4927	NUP88	0.020274	
83992	CTTNBP2	0.020269	
2492	FSHR	0.020260	387
55102	ATG2B	0.020257	
558	AXL	0.020257	
9847	C2CD5	0.020256	
8602	NOP14	0.020251	
2886	GRB7	0.020250	
6462	SHBG	0.020243	388
4507	MTAP	0.020235	389
85458	DIXDC1	0.020215	
8772	FADD	0.020207	
23411	SIRT1	0.020204	
26136	TES	0.020191	
54108	CHRAC1	0.020178	
22976	PAXIP1	0.020170	
54995	OXSM	0.020165	
10019	SH2B3	0.020162	
89958	SAPCD2	0.020156	
57511	COG6	0.020150	
220077		0.020139	
8653	DDX3Y	0.020123	
151888	BTLA	0.020109	
51202	DDX47	0.020099	
79735	TBC1D17	0.020084	
528	ATP6V1C1	0.020078	390
126070	ZNF440	0.020077	
9988	DMTF1	0.020071	
4282	MIF	0.020060	391
51585	PCF11	0.020058	
816	CAMK2B	0.020042	392
5926	ARID4A	0.020031	
11338	U2AF2	0.020015	
310	ANXA7	0.020013	
7681	MKRN3	0.019992	
129138	ANKRD54	0.019990	
7879	RAB7A	0.019987	393
51412	ACTL6B	0.019986	
2862	MLNR	0.019976	
157680	VPS13B	0.019970	
27161	AGO2	0.019967	
55109	AGGF1	0.019965	
7746	ZSCAN9	0.019957	
53358	SHC3	0.019954	
54503	ZDHHC13	0.019954	
5625	PRODH	0.019953	394
5326	PLAGL2	0.019950	
9572	NR1D1	0.019949	
8412	BCAR3	0.019947	
1975	EIF4B	0.019945	
9737	GPRASP1	0.019943	
10714	POLD3	0.019928	
10468	FST	0.019924	395
8560	DEGS1	0.019912	
27339	PRPF19	0.019911	
4857	NOVA1	0.019911	
51375	SNX7	0.019907	
29911	HOOK2	0.019906	
81858	SHARPIN	0.019904	
3843	IPO5	0.019896	
4540	MT-ND5	0.019892	396
1875	E2F5	0.019892	
29896	TRA2A	0.019889	
692312		0.019883	
64750	SMURF2	0.019882	
10978	CLP1	0.019877	
7579	ZSCAN20	0.019873	
55015	PRPF39	0.019859	
2138	EYA1	0.019844	
93487	MAPK1IP1L	0.019844	
7988	ZNF212	0.019825	
2912	GRM2	0.019823	397
10309	CCNO	0.019822	
1062	CENPE	0.019810	
134510	UBLCP1	0.019794	
31	ACACA	0.019793	398
84376	HOOK3	0.019790	
2826	CCR10	0.019787	
1871	E2F3	0.019783	
27	ABL2	0.019774	399
79081	C11orf48	0.019747	
6865	TACR2	0.019743	
5218	CDK14	0.019733	
158586	ZXDB	0.019727	
10210	TOPORS	0.019721	
9087	TMSB4Y	0.019716	
10752	CHL1	0.019712	
283208	P4HA3	0.019689	
116986	AGAP2	0.019683	
399687	MYO18A	0.019680	
9820	CUL7	0.019659	
3047	HBG1	0.019647	400
30851	TAX1BP3	0.019635	
8511		0.019617	401
81873	ARPC5L	0.019615	
7316	UBC	0.019608	402
6789	STK4	0.019604	
55746	NUP133	0.019604	
27086	FOXP1	0.019599	
8328	GFI1B	0.019593	
1950	EGF	0.019590	403
9083	BPY2	0.019583	
23429	RYBP	0.019575	
1181	CLCN2	0.019569	404
54778	RNF111	0.019562	
79726	WDR59	0.019562	
8669	EIF3J	0.019551	
55968	NSFL1C	0.019539	
5504	PPP1R2	0.019539	
57817	HAMP	0.019530	
972	CD74	0.019526	
6565	SLC15A2	0.019523	405
10272	FSTL3	0.019520	
10915	TCERG1	0.019520	
3945	LDHB	0.019515	406
1196	CLK2	0.019512	
9208	LRRFIP1	0.019509	
6503	SLA	0.019507	
5307	PITX1	0.019499	
51010	EXOSC3	0.019491	
8945	BTRC	0.019475	
51506	UFC1	0.019471	
10623	POLR3C	0.019469	
9344	TAOK2	0.019452	407
4784	NFIX	0.019451	
1380	CR2	0.019443	
92342	METTL18	0.019438	
11279	KLF8	0.019437	
91977	MYOZ3	0.019430	
91942	NDUFAF2	0.019410	
1235	CCR6	0.019400	
80344	DCAF11	0.019400	
6769	STAC	0.019396	
7001	PRDX2	0.019372	408
4008	LMO7	0.019371	
1736	DKC1	0.019371	
29843	SENP1	0.019359	
59345	GNB4	0.019354	
3017	HIST1H2BD	0.019342	
3909	LAMA3	0.019336	
653566		0.019328	
5867	RAB4A	0.019314	
9779	TBC1D5	0.019311	
25902	MTHFD1L	0.019301	
1859	DYRK1A	0.019296	409
3185	HNRNPF	0.019296	
84549	MAK16	0.019287	
284119	PTRF	0.019283	
2512	FTL	0.019283	410
23111	SPG20	0.019283	
64963	MRPS11	0.019282	
22890	ZBTB1	0.019275	
23500	DAAM2	0.019275	
27085	MTBP	0.019275	
127254	C1orf173	0.019275	
29842	TFCP2L1	0.019272	
55683	KANSL3	0.019270	
6509	SLC1A4	0.019265	411
339448	C1orf174	0.019258	
1937	EEF1G	0.019244	
57719	ANO8	0.019231	
1312	COMT	0.019220	412
6940	ZNF354A	0.019215	
117154	DACH2	0.019211	
253430	IPMK	0.019200	
6310	ATXN1	0.019199	
7156	TOP3A	0.019192	
23209	MLC1	0.019189	
1478	CSTF2	0.019182	
84277	DNAJC30	0.019165	
4988	OPRM1	0.019159	413
84248	FYTTD1	0.019159	
170825	GSX2	0.019154	
5027	P2RX7	0.019153	
79924	ADM2	0.019151	
701	BUB1B	0.019148	
10581	IFITM2	0.019144	
51608	GET4	0.019142	
971	CD72	0.019137	
808	CALM3	0.019133	
22898	DENND3	0.019120	
389677	RBM12B	0.019120	
8665	EIF3F	0.019114	
388524		0.019113	
1808	DPYSL2	0.019112	
51077	FCF1	0.019106	
4494	MT1F	0.019081	
100137049	PLA2G4B	0.019081	
251	ALPPL2	0.019074	414
10535	RNASEH2A	0.019071	
5295	PIK3R1	0.019067	415
3454	IFNAR1	0.019066	416
6829	SUPT5H	0.019065	
54826	GIN1	0.019062	
6809	STX3	0.019060	
11130	ZWINT	0.019040	
55856	ACOT13	0.019027	417
23627	PRND	0.019025	
967	CD63	0.019016	
3491	CYR61	0.019011	
55689	YEATS2	0.019010	
23204	ARL6IP1	0.019008	
54518	APBB1IP	0.019003	
10075	HUWE1	0.019000	
8338	HIST2H2AC	0.018999	
51129	ANGPTL4	0.018995	
54926	UBE2R2	0.018987	
25950	RWDD3	0.018982	
23028	KDM1A	0.018975	
51535	PPHLN1	0.018964	
3337	DNAJB1	0.018961	
55898	UNC45A	0.018958	
79953	SYNDIG1	0.018945	
79596	RNF219	0.018941	
133619	PRRC1	0.018937	
23384	SPECC1L	0.018935	
10040	TOM1L1	0.018934	
3631	INPP4A	0.018924	
84557	MAP1LC3A	0.018921	
3329	HSPD1	0.018915	
5287	PIK3C2B	0.018910	
29998	GLTSCR1	0.018907	
999	CDH1	0.018901	
5184	PEPD	0.018899	
23024	PDZRN3	0.018886	
1489	CTF1	0.018876	
23214	XPO6	0.018874	
1649	DDIT3	0.018867	
2673	GFPT1	0.018857	
4851	NOTCH1	0.018852	
4688	NCF2	0.018850	
84552	PARD6G	0.018849	
7844	RNF103	0.018848	
29108	PYCARD	0.018843	
9672	SDC3	0.018839	
2444	FRK	0.018831	
10120	ACTR1B	0.018830	
55663	ZNF446	0.018824	
60625	DHX35	0.018819	
65265	C8orf33	0.018815	
85021	REPS1	0.018808	
1844	DUSP2	0.018805	
10000	AKT3	0.018800	
8038	ADAM12	0.018796	
6547	SLC8A3	0.018796	
6655	SOS2	0.018791	
4190	MDH1	0.018780	418
91695		0.018773	
84844	PHF5A	0.018765	
84324	SARNP	0.018750	
386672	KRTAP10-4	0.018750	
164127	C1orf65	0.018739	
30000	TNPO2	0.018739	
644877		0.018737	
10350	ABCA9	0.018723	
1043	CD52	0.018713	419
6642	SNX1	0.018713	
5050	PAFAH1B3	0.018711	420
2030	SLC29A1	0.018707	421
256369		0.018705	
4094	MAF	0.018705	
8720	MBTPS1	0.018705	
5523	PPP2R3A	0.018692	
11018	TMED1	0.018690	
30837	SOCS7	0.018672	
6863	TAC1	0.018663	
916	CD3E	0.018653	422
6016	RIT1	0.018646	
127002	ATXN7L2	0.018641	
51142	CHCHD2	0.018638	
397	ARHGDIB	0.018633	
319	APOF	0.018625	
26064	RAI14	0.018623	
85464	SSH2	0.018619	
1879	EBF1	0.018612	
59341	TRPV4	0.018611	
56912	IFT46	0.018606	
270	AMPD1	0.018606	423
134353	LSM11	0.018605	
29986	SLC39A2	0.018596	
51501	C11orf73	0.018590	
9640	ZNF592	0.018583	
10963	STIP1	0.018561	
64422	ATG3	0.018556	
51529	ANAPC11	0.018555	
3679	ITGA7	0.018552	
4049	LTA	0.018541	424
80271	ITPKC	0.018533	
79465	ULBP3	0.018531	
8743	TNFSF10	0.018519	
58487	CREBZF	0.018517	
112869	CCDC101	0.018513	
64784	CRTC3	0.018511	
55778	ZNF839	0.018511	
2395	FXN	0.018501	
9644	SH3PXD2A	0.018489	
5324	PLAG1	0.018485	
5449	POU1F1	0.018470	
1942	EFNA1	0.018468	
114823	LENG8	0.018458	
5711	PSMD5	0.018458	
9053	MAP7	0.018456	
6875	TAF4B	0.018455	
5502	PPP1R1A	0.018446	
8342	HIST1H2BM	0.018444	
643246	MAP1LC3B2	0.018443	
9685	CLINT1	0.018433	
284	ANGPT1	0.018418	
4357	MPST	0.018417	
55755	CDK5RAP2	0.018409	
10395	DLC1	0.018396	
4004	LMO1	0.018391	
8925	HERC1	0.018383	
1809	DPYSL3	0.018382	
1755	DMBT1	0.018370	
9816	URB2	0.018358	
84273	NOA1	0.018355	
255928	SYT14	0.018348	
92105	INTS4	0.018339	
55003	PAK1IP1	0.018331	
153090	DAB2IP	0.018329	
51291	GMIP	0.018324	
6098	ROS1	0.018317	
10483	SEC23B	0.018305	
54514	DDX4	0.018293	
9577	BRE	0.018287	
56648	EIF5A2	0.018283	
221079	ARL5B	0.018277	425
23371	TENC1	0.018277	
11329	STK38	0.018273	
7458	EIF4H	0.018272	
10844	TUBGCP2	0.018267	
81631	MAP1LC3B	0.018264	
50618	ITSN2	0.018254	
9406	ZRANB2	0.018251	
51133	KCTD3	0.018250	
5094	PCBP2	0.018249	
5754	PTK7	0.018244	
129401	NUP35	0.018244	
124565	SLC38A10	0.018244	
4233	MET	0.018243	426
3728	JUP	0.018237	
5763	PTMS	0.018232	
3305	HSPA1L	0.018230	
2918	GRM8	0.018228	427
57596	BEGAIN	0.018226	
64333	ARHGAP9	0.018223	
5037	PEBP1	0.018221	428
4001	LMNB1	0.018212	
84938	ATG4C	0.018204	
3975	LHX1	0.018201	
4607	MYBPC3	0.018199	
8237	USP11	0.018173	
55033	FKBP14	0.018172	
57088	PLSCR4	0.018172	
140609	NEK7	0.018165	
8458	TTF2	0.018165	
10575	CCT4	0.018149	
9810	RNF40	0.018146	
6164	RPL34	0.018144	
22889	KIAA0907	0.018142	
1073	CFL2	0.018132	
2553	GABPB1	0.018128	
282991	BLOC1S2	0.018108	
9183	ZW10	0.018102	
646966		0.018095	
1601	DAB2	0.018088	
3911	LAMA5	0.018087	
582	BBS1	0.018083	
6648	SOD2	0.018072	429
57580	PREX1	0.018070	
51234	EMC4	0.018070	
29109	FHOD1	0.018067	
84056	KATNAL1	0.018062	
3795	KHK	0.018061	
9833	MELK	0.018038	
7075	TIE1	0.018028	
1540	CYLD	0.018026	
1994	ELAVL1	0.018015	
9113	LATS1	0.018002	
23212	RRS1	0.017997	
2720	GLB1	0.017989	
1785	DNM2	0.017971	
7011	TEP1	0.017970	
115509	ZNF689	0.017967	
55717	WDR11	0.017962	
56888	KCMF1	0.017958	
79837	PIP4K2C	0.017958	
8089	YEATS4	0.017955	
23085	ERC1	0.017953	
7094	TLN1	0.017947	
9294	S1PR2	0.017946	
3985	LIMK2	0.017943	
9353	SLIT2	0.017938	
26122	EPC2	0.017931	
2288	FKBP4	0.017929	430
51507	RTFDC1	0.017928	
2908	NR3C1	0.017926	431
164656	TMPRSS6	0.017922	
162989	DEDD2	0.017920	
27183	VPS4A	0.017911	
7021	TFAP2B	0.017897	
3710	ITPR3	0.017891	
6932	TCF7	0.017874	
3839	KPNA3	0.017870	
7702	ZNF143	0.017859	
54495	TMX3	0.017858	
53630	BCMO1	0.017853	
4100	MAGEA1	0.017852	
84284	NTPCR	0.017852	
54840	APTX	0.017847	
6280	S100A9	0.017846	
89839	ARHGAP11B	0.017840	
84515	MCM8	0.017836	
3108	HLA-DMA	0.017834	
117583	PARD3B	0.017826	
9320	TRIP12	0.017822	
10884	MRPS30	0.017819	
10556	RPP30	0.017817	
2745	GLRX	0.017813	432
54344	DPM3	0.017782	
55178	RNMTL1	0.017780	
26953	RANBP6	0.017778	
58498	MYL7	0.017770	
1300	COL10A1	0.017765	
283106	CSNK2A3	0.017763	
347688	TUBB8	0.017758	
84904	ARHGEF39	0.017758	
148738	HFE2	0.017706	
7633	ZNF79	0.017705	
63894	VIPAS39	0.017701	
10427	SEC24B	0.017697	
51231	VRK3	0.017694	
25963	TMEM87A	0.017669	
79639	TMEM53	0.017666	
6904	TBCD	0.017663	
9149	DYRK1B	0.017659	
90957	DHX57	0.017648	
6698	SPRR1A	0.017642	
4664	NAB1	0.017641	
57716	PRX	0.017638	
293	SLC25A6	0.017633	433
2888	GRB14	0.017624	
140691	TRIM69	0.017620	
55723	ASF1B	0.017609	
10644	IGF2BP2	0.017606	
5557	PRIM1	0.017605	
2006	ELN	0.017605	434
5447	POR	0.017600	435
10682	EBP	0.017597	
23331	TTC28	0.017596	
3005	H1F0	0.017590	
79892	MCMBP	0.017585	
113174	SAAL1	0.017573	
3690	ITGB3	0.017571	436
51512	GTSE1	0.017568	
11226	GALNT6	0.017565	
116844	LRG1	0.017565	
80195	TMEM254	0.017562	
10802	SEC24A	0.017552	
6284	S100A13	0.017529	437
58190	CTDSP1	0.017527	438
9278	ZBTB22	0.017526	
64708	COPS7B	0.017521	
11061	LECT1	0.017520	
645822		0.017518	
537	ATP6AP1	0.017513	
51069	MRPL2	0.017513	
117584	RFFL	0.017506	
57326	PBXIP1	0.017498	
152503	SH3D19	0.017496	
26147	PHF19	0.017491	
28231	SLCO4A1	0.017491	439
64421	DCLRE1C	0.017490	
7138	TNNT1	0.017477	
85236	HIST1H2BK	0.017466	
54958	TMEM160	0.017465	
51079	NDUFA13	0.017457	440
580	BARD1	0.017450	
23787	MTCH1	0.017441	
26140	TTLL3	0.017432	
9401	RECQL4	0.017430	
2785	GNG3	0.017424	
11099	PTPN21	0.017421	
1364	CLDN4	0.017415	
282616	IFNL2	0.017412	
51008	ASCC1	0.017405	
7727	ZNF174	0.017400	
746	TMEM258	0.017400	
23731	TMEM245	0.017400	
25896	INTS7	0.017400	
29902	FAM216A	0.017400	
54851	ANKRD49	0.017400	
25906	ANAPC15	0.017400	
29095	ORMDL2	0.017400	
54955	C1orf109	0.017400	
55536	CDCA7L	0.017400	
445329	SULT1A4	0.017400	
9852	EPM2AIP1	0.017399	
8517	IKBKG	0.017397	
5223	PGAM1	0.017395	
860	RUNX2	0.017393	
6764	ST5	0.017382	
23262	PPIP5K2	0.017379	
1856	DVL2	0.017365	
80218	NAA50	0.017346	
10769	PLK2	0.017343	
51654	CDK5RAP1	0.017342	
392	ARHGAP1	0.017335	
23017	FAIM2	0.017330	
10293	TRAIP	0.017318	
55531	ELMOD1	0.017315	
357	SHROOM2	0.017314	
7528	YY1	0.017311	
5611	DNAJC3	0.017307	
4090	SMAD5	0.017306	
729494		0.017303	
581	BAX	0.017302	
64407	RGS18	0.017279	
5996	RGS1	0.017277	
84612	PARD6B	0.017273	
10540	DCTN2	0.017273	
55119	PRPF38B	0.017270	
867	CBL	0.017261	
25879	DCAF13	0.017260	
81844	TRIM56	0.017243	
1780	DYNC1I1	0.017242	
27254	CSDC2	0.017241	
28988	DBNL	0.017234	
4673	NAP1L1	0.017225	
10138	YAF2	0.017203	
64112	MOAP1	0.017200	
585	BBS4	0.017198	
11257		0.017198	
25962	KIAA1429	0.017197	
25797	QPCT	0.017191	441
1378	CR1	0.017180	
56970	ATXN7L3	0.017165	
2078	ERG	0.017164	
5803	PTPRZ1	0.017161	
84970	C1orf94	0.017156	
51001	MTERFD1	0.017155	
81556	VWA9	0.017147	
6775072		0.017144	
4752	NEK3	0.017144	
55421	C17orf85	0.017139	
79861	TUBAL3	0.017139	
139818	DOCK11	0.017139	
4916	NTRK3	0.017134	
84191	FAM96A	0.017131	
1175	AP2S1	0.017131	
22977	AKR7A3	0.017130	
3596	IL13	0.017122	
976	CD97	0.017111	
3930	LBR	0.017102	
90362	FAM110B	0.017093	
83734	ATG10	0.017074	
8440	NCK2	0.017068	
23682	RAB38	0.017067	
84173	ELMOD3	0.017061	
51258	MRPL51	0.017061	
84928	TMEM209	0.017061	
89122	TRIM4	0.017061	
91368	CDKN2AIPNL	0.017061	
147912	SIX5	0.017060	
23633	KPNA6	0.017055	
146845	WDR16	0.017054	
54210	TREM1	0.017053	442
124936	CYB5D2	0.017050	
28952	CCDC22	0.017048	
149428	BNIPL	0.017022	
79053	ALG8	0.017014	
3750	KCND1	0.017010	
59348	ZNF350	0.016998	
23139	MAST2	0.016993	
23086	EXPH5	0.016992	
131034	CPNE4	0.016990	
8343	HIST1H2BF	0.016989	
9993	DGCR2	0.016988	
60682	SMAP1	0.016988	
135932	TMEM139	0.016988	
166336	PRICKLE2	0.016988	
404093	CUEDC1	0.016988	
27434	POLM	0.016977	
2821	GPI	0.016974	443
5432	POLR2C	0.016971	
5912	RAP2B	0.016970	
7046	TGFBR1	0.016963	444
51185	CRBN	0.016960	
80119	PIF1	0.016960	
10224	ZNF443	0.016954	
56666	PANX2	0.016950	
3960	LGALS4	0.016947	
1371	CPOX	0.016945	
57620	STIM2	0.016944	
11019	LIAS	0.016943	445
